0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.1528836886636727,-0.1642897535593156,-0.1504907458997136,0.2506326032660992,0.045307271313019995,0.06724858524147713,0.3506704101702148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.24746497579117727,-0.0639973438044581,0.10767552396199478,0.14018666358904058,0.22087644289975988,0.04916080071055275,0.13773393947611975,0.05621328933095911,0.28302486352254724,0.1040117172200269,0.4498373575094784,0.5283096638429149,0.23952028756901841,0.33487750662132837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05183807125642153,0.04078480782579295,0.008180107881159653,0.09578481852294085,0.014856677512385785,0.034473647859903055,0.030820669316427796,0.14212292011001335,0.1949913866167164,0.1742156144186331,0.10270005209179985,0.04573790822621884,0.05908635976893081,0.1317080679501526,0.08187167599617638,0.2546875100403381,0.11215218496515145,-0.03152441412084105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11143434151825093,-0.056344339629496865,0.5008367443900764,0.05136778219404632,0.3275499492500901,0.19770456441287765,0.19715811436736436,0.06558217088611895,0.6163612744834006,0.15623953132821344,0.2501571782606974,0.10837589428071527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15441328140263338,0.49114286440128074,0.1928275152665677,0.4177459468932607,0.12246346963898927,0.3484312288372662,0.13728877008397752,0.3812816355344698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.021192438136340697,0.08868654728072833,0.0578134211815922,0.23352399269053137,0.06023719755054505,0.09776997027296963,0.07828676655567085,0.14045765012773576,0.11083903522526302,0.08440405273638105,0.0664257049343227,0.05680204466675027,0.15661454725310092,0.12941149386051737,-0.0348266226076305,-0.015101052098202276,0.22710104769772893,-0.03733178388593389,0.13424783432938212,0.18549567977643194,0.1926561071483761,0.1740608112055253,0.2624051252138624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.376203523252666,0.04015422081089278,-0.10454802499229175,-0.09576683829981775,0.06805881093067988,0.1077941106160141,0.546367357516447,-0.02311902342146258,0.1254707394638595,0.15917167237796095,0.1644624214000508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.07018785518301517,0.05046987269508833,0.02755627537667743,0.07097838894264559,0.28626013659694083,0.09536445123876235,0.2232467565460367,0.07816279506966028,0.204816524359302,0.08039609909591686,0.10695046258552553,0.21960845165178505,0.165233417186693,0.1321681329122122,0.23153410003667102,0.2731836787582235,0.3046903687836756,0.13875135781577838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02881494433688678,-0.05476325118643854,-0.0501635819665712,0.02340878684947475,0.07842582418535975,0.09024176586933719,0.07339349388563718,0.06859513925409415,0.014149216678462652,0.022416195080492377,0.02886847896604302,0.06491662247628602,-0.03039503519629991,-0.03002325154365814,0.11521912149429683,0.1622548212969778,0.09558397923734796,0.23387755447680034,0.036585424648632146,0.247576700784028,0.07491854277703758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3311763723417302,0.10322276519472598,0.00747798700692371,0.11406402216634906,0.024396223014703077,0.28328947900742313,0.31262544489427724,0.22111897821167445,0.143303523467176,0.02285642694213198,0.06200263427724016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4350785466941652,0.312758456007116,0.12831761977598954,0.14875299078501328,0.09289553728456493,0.10035151996922045,0.01472651918155414,0.04253160741371495,0.18687221109557067,0.040557232776356526,0.312758456007116,0.18862826775143426,0.14785490418908454,0.16075859998169065,0.07454618139648606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15016002692267388,0.1104219961711985,0.08296065070781296,0.1423677585037718,0.017182166596959775,0.005116517425789906,0.13432358986011667,0.10306610446724276,0.07776007576461376,0.30457354638772144,0.18777336301640593,0.12734745007264386,0.03184809637234855,0.10082612476099036,-0.006320947848148652,0.11897562403950242,-0.020098746353246558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.041776179032182705,0.03812117622840741,-0.020098746353246558,0.06240711667242921,0.13068181050362002,0.17836853202991246,0.07790174901017752,0.09952651357202343,0.21027041642835012,0.0621961681778219,0.27983651326952486,0.24335508271373824,0.029308360819577127,0.0443369415671051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.019014882926912804,0.03925807049524545,0.047346485097099246,0.08818148602298582,0.012664762248826669,0.07771094385852473,0.03676423596606232,0.07322318621065141,0.049314398313770935,0.0353613373499355,0.021868476721248083,0.185682525588021,0.03326688937630871,0.023795537234164284,0.03355147138100179,0.13207741596072872,0.03992192391553441,0.04320717056036131,0.005663408914127499,0.07018927483930502,0.03800852026316928,0.035046665897260146,0.03711098749922485,0.08148432053115343,0.08495139221759909,-0.011421269215910414,-0.010189253653643425,0.021609404819648466,0.06856684792390348,-0.007108498427246308,0.02553908133351993,-0.006819217512708653,0.03895356314628254,0.030046473005204265,0.04719187683382934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08796472423359943,0.14236266888269308,-0.018955995805990156,0.08388312812531229,0.02103316328189622,0.09919663403614383,0.06367676658185767,0.1082081578284547,0.06034690874953633,0.01192146790887716,0.09242924659252888,0.17422217502464,0.21729152141640914,0.19353003731550494,0.21729152141640914,0.16886608057574995,-0.039801854408720576,-0.017258345255088316,-0.04266489586963873,0.1054548449289868,0.09713090567279978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.298306230423292,0.08524984202240139,0.06316954789927783,0.07941488260226182,0.1288754165206017,0.12580089459142993,0.06595087613950779,0.08388854026464732,0.149153115211646,0.13888041420782232,0.09169220652258926,0.049168306591141686,0.04862765598283635,0.006682824367112432,0.15123500299027734,0.061131518814712286,0.15843318206492926,0.1288754165206017,0.10991455636246883,0.18079276853460494,0.12580089459142993,0.07653079912756554,0.09490283863055808,0.09683503674607642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2109140731726431,0.10128486328365727,0.18413816135482503,0.13086059003446393,-0.05750141374576047,-0.052671761064899764,0.07851675932101788,0.07677745351674711,0.10989191312674912,0.008180107881159653,0.034473647859903055,0.030820669316427796,0.2032065391812802,0.05918645990246446,0.13955825539063585,0.33515940566204316,0.16187261052205681,0.2546875100403381,0.10391076499782959,-0.0228440547177632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.10198745095643978,0.18413816135482503,0.1879374567037211,-0.012715462881804418,0.06207385998921952,0.06888710396522867,0.027842942778598275,0.2546875100403381,0.13300684227031564,0.1400607721833109,0.22003015101234086,0.12202541180997738,0.031507178957022895,-0.019093809035584233,0.1488747343002105,0.10989191312674912,0.3005020466340459,0.09008119570994845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.016953950509072557,0.2709420522417069,0.2393115202686992,0.3395833467204508,0.08868181357980401,0.021143393279409332,0.11672589307717135,0.4930890195867205,0.4930890195867205,0.28405607185811055,0.3332293347334958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3113653235873751,0.1325388888724751,0.1032778348212373,0.1325388888724751,0.26841032979662616,0.0680352609105496,0.024538690495545586,0.23208108160736707,-0.02211532844032185,0.2953829862289429,0.1468191723719135,0.3028013969303052,0.32149429896481707,0.04364662494905827,0.11545640555314397,0.2006747588823637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.03511318027421212,0.31799259390245477,0.31799259390245477,0.40032684461233947,0.031549744922844326,-0.025887517882632473,-0.03263436388251885,-0.0821448767796578,-0.0752453729498568,0.12975753341532756,0.1474011786096742,0.051735882024267196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4787991509457759,0.14176351728184058,0.011685868401656646,0.12807832187785056,0.2785591237381662,0.17282868224144524,0.2370569892782206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.11367859636688729,0.10082612476099036,0.11229711078399592,0.07001195808931895,-0.00016119944897609298,0.056043865468795626,0.25428347033364584,0.15303678547729832,0.09561081409550451,0.03812117622840741,-0.0673253764306298,0.0834312789907425,-0.033594512585384116,0.07500386600054448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
